,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
37,38,3.044522437723423,RL,4.31748811353631,9.051696278536586,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,6.478509642208569,TA,TA,CBlock,TA,TA,No,Rec,7.101675971619444,Unf,0.0,4.442651256490317,7.168579897264035,GasA,Gd,Y,SBrkr,7.168579897264035,0.0,0.0,7.168579897264035,0,0.6931471805599453,1,0,3,0.6931471805599453,TA,5,Typ,1,TA,Attchd,1954.0,Fin,2,498,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,10,2009,WD,Normal,11.938199736300925
38,39,3.044522437723423,RL,4.23410650459726,8.977525200965243,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,6.595780513961311,Unf,0.0,5.7899601708972535,6.964135612418245,GasA,TA,Y,SBrkr,6.964135612418245,0.0,0.0,6.964135612418245,1,0.0,1,0,3,0.6931471805599453,Gd,5,Typ,0,None,Detchd,1953.0,Unf,1,246,TA,TA,Y,0.0,3.970291913552122,0.0,0.0,0.0,None,None,0.0,1,2010,WD,Abnorml,11.599112335481124
39,40,4.51085950651685,RL,4.189654742026425,8.706324840138741,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,N,FuseP,7.050122520269059,0.0,0.0,7.050122520269059,0,0.0,2,0,2,1.0986122886681098,Fa,6,Typ,0,None,None,0.0,None,0,0,None,None,N,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2008,WD,AdjLand,11.314486721293981
40,41,3.044522437723423,RL,4.442651256490317,9.066354521447801,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.624972813284271,TA,TA,CBlock,TA,TA,No,Rec,6.467698726104354,Unf,0.0,6.100318952020064,6.9930151229329605,GasA,Ex,Y,SBrkr,7.1891677384203225,0.0,0.0,7.1891677384203225,0,0.0,2,0,3,0.6931471805599453,TA,6,Typ,1,TA,Attchd,1965.0,RFn,2,440,TA,TA,Y,0.0,4.9344739331306915,0.0,0.0,0.0,GdWo,None,0.0,12,2006,WD,Abnorml,11.982935344196433
41,42,3.044522437723423,RL,4.7535901911063645,9.735423867488873,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,6.875232087276577,Unf,0.0,5.950642552587727,7.208600337960199,GasA,Gd,Y,SBrkr,7.192182058713246,0.0,0.0,7.192182058713246,0,0.6931471805599453,1,1,2,0.6931471805599453,TA,5,Typ,2,Gd,Attchd,1959.0,RFn,1,308,TA,TA,P,0.0,4.653960350157523,0.0,0.0,0.0,None,None,0.0,7,2007,WD,Normal,12.04355959836804
42,43,4.454347296253507,RL,4.2633832685897595,9.1248914101437,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,6.617402977974478,LwQ,4.543294782270004,0.0,6.734591659972948,GasA,Gd,Y,SBrkr,6.785587645007929,0.0,0.0,6.785587645007929,1,0.0,1,0,2,0.6931471805599453,Gd,5,Typ,0,None,Attchd,1983.0,RFn,2,504,TA,Gd,Y,5.484796933490655,0.0,0.0,0.0,0.0,MnPrv,None,0.0,12,2007,WD,Normal,11.87757552297847
43,44,3.044522437723423,RL,4.2633832685897595,9.127067452782361,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,5.638354669333745,BLQ,6.198478716492308,5.123963979403259,6.844815479208263,GasA,TA,Y,SBrkr,6.844815479208263,0.0,0.0,6.844815479208263,1,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,None,Detchd,1977.0,Unf,1,308,TA,TA,Y,4.983606621708336,0.0,0.0,0.0,0.0,MnPrv,None,0.0,7,2008,WD,Normal,11.777218637129327
44,45,3.044522437723423,RL,4.2626798770413155,8.980423936374544,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.19295685089021,BLQ,6.2285110035911835,6.144185634125646,7.048386408721883,GasA,Ex,Y,FuseA,7.048386408721883,0.0,0.0,7.048386408721883,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,None,Attchd,1959.0,RFn,1,300,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,5,2006,WD,Normal,11.856522261533737
45,46,4.795790545596741,RL,4.127134385045092,8.943636705909594,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,6.023447592961033,Ex,TA,PConc,Ex,TA,No,GLQ,6.124683390894205,Unf,0.0,7.167809184316444,7.469083884921234,GasA,Ex,Y,SBrkr,7.469083884921234,0.0,0.0,7.469083884921234,1,0.0,2,0,2,0.6931471805599453,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,5.2832037287379885,4.418840607796598,0.0,0.0,0.0,None,None,0.0,2,2010,WD,Normal,12.675766851909591
46,47,3.9318256327243257,RL,3.8918202981106265,9.458995712459116,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,7.20934025660291,Unf,0.0,4.430816798843313,7.268920128193722,GasA,Ex,Y,SBrkr,7.325807502595773,6.448889394146858,0.0,7.673223121121708,1,0.0,1,1,1,0.6931471805599453,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,5.1298987149230735,3.784189633918261,0.0,0.0,5.293304824724492,None,None,0.0,8,2009,WD,Abnorml,12.387089184491993
47,48,3.044522437723423,FV,4.442651256490317,9.314430080500564,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,3.2188758248682006,Unf,0.0,7.398174092970465,7.4127640174265625,GasA,Ex,Y,SBrkr,7.4127640174265625,0.0,0.0,7.4127640174265625,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,0,None,Attchd,2006.0,RFn,3,826,TA,TA,Y,0.0,4.990432586778736,0.0,0.0,0.0,None,None,0.0,7,2007,WD,Normal,12.428019481065613
48,49,5.25227342804663,RM,3.5263605246161616,8.402231172946555,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.602587892189336,6.602587892189336,GasA,Gd,Y,SBrkr,6.602587892189336,6.57507584059962,0.0,7.2813856635702825,0,0.0,2,0,2,1.3862943611198906,TA,8,Typ,0,None,None,0.0,None,0,0,None,None,N,0.0,0.0,4.634728988229636,0.0,0.0,None,None,0.0,6,2009,New,Partial,11.635151947212842
49,50,3.044522437723423,RL,4.204692619390966,8.954544488386723,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.638567789166521,Unf,0.0,5.262690188904886,6.862757913051401,GasA,Ex,Y,SBrkr,6.862757913051401,0.0,0.0,6.862757913051401,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,None,Attchd,1966.0,Unf,1,386,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,MnPrv,None,0.0,1,2007,WD,Normal,11.751950239425476
50,51,4.110873864173311,RL,4.2633832685897595,9.537483513308878,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,5.209486152841421,Unf,0.0,6.418364935936212,6.678342114654332,GasA,Gd,Y,SBrkr,6.678342114654332,6.517671272912275,0.0,7.293697720601438,0,0.6931471805599453,2,0,3,0.6931471805599453,TA,6,Typ,0,None,Attchd,1997.0,Fin,2,388,TA,TA,Y,0.0,4.330733340286331,0.0,0.0,0.0,None,None,0.0,7,2007,WD,Normal,12.083910661257521
51,52,3.9318256327243257,RM,3.970291913552122,8.738895704934043,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.705639094860003,6.705639094860003,GasA,TA,Y,SBrkr,6.705639094860003,0.0,5.8888779583328805,7.0707241072602764,0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,4.727387818712341,0.0,0.0,0.0,0.0,MnPrv,Shed,5.993961427306569,9,2006,WD,Normal,11.648338835562747
52,53,4.51085950651685,RM,4.709530201312334,9.044639916198465,Grvl,None,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,4.653960350157523,GLQ,6.569481420414296,0.0,6.705639094860003,GasA,TA,N,SBrkr,6.705639094860003,0.0,0.0,6.705639094860003,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,None,CarPort,1963.0,Unf,2,516,TA,TA,Y,4.672828834461906,0.0,0.0,0.0,0.0,None,None,0.0,5,2010,WD,Normal,11.608244735642321
53,54,3.044522437723423,RL,4.23410650459726,10.825203541055348,Pave,None,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,7.501634457883413,Unf,0.0,3.4965075614664802,7.519149957669823,GasA,Gd,Y,SBrkr,7.519149957669823,0.0,0.0,7.519149957669823,2,0.0,0,1,0,0.6931471805599453,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,6.754604099487962,4.290459441148391,0.0,0.0,0.0,None,None,0.0,11,2006,WD,Normal,12.861001210669146
54,55,4.394449154672439,RL,4.110873864173311,8.872767529910936,Pave,None,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.953243334287785,Unf,0.0,0.0,5.953243334287785,GasA,TA,Y,SBrkr,7.215975002651466,0.0,0.0,7.215975002651466,0,0.0,1,0,3,0.6931471805599453,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0.0,3.9318256327243257,0.0,0.0,0.0,MnPrv,None,0.0,2,2007,WD,Normal,11.775297421715827
55,56,3.044522437723423,RL,4.61512051684126,9.227787285579904,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,5.60947179518496,TA,TA,CBlock,TA,TA,No,BLQ,6.19644412779452,Unf,0.0,6.841615476477592,7.262628600974241,GasA,Gd,Y,SBrkr,7.262628600974241,0.0,0.0,7.262628600974241,0,0.0,2,0,3,0.6931471805599453,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0.0,0.0,0.0,6.0112671744041615,0.0,None,None,0.0,7,2008,WD,Normal,12.103491596905931
56,57,5.081404364984463,FV,3.2188758248682006,7.880804344674901,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,6.124683390894205,Gd,TA,PConc,Gd,TA,No,GLQ,6.476972362889683,Unf,0.0,5.7745515455444085,6.878326468291325,GasA,Ex,Y,SBrkr,6.891625897052253,6.6293632534374485,0.0,7.461640392208575,1,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,None,Attchd,1999.0,Fin,2,480,TA,TA,Y,4.7535901911063645,0.0,0.0,0.0,0.0,None,None,0.0,8,2009,WD,Abnorml,12.058158312538197
57,58,4.110873864173311,RL,4.499809670330265,9.362718052397065,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.7580945044277305,6.7580945044277305,GasA,Ex,Y,SBrkr,6.7580945044277305,6.7580945044277305,0.0,7.450660796211539,0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2,565,TA,TA,Y,0.0,4.2626798770413155,0.0,0.0,0.0,None,None,0.0,8,2006,WD,Normal,12.188422799337028
58,59,4.110873864173311,RL,4.204692619390966,9.52390946537981,Pave,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.939253946041508,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,7.252053951852814,7.252053951852814,GasA,Ex,Y,SBrkr,7.2633296174768365,7.326465613840322,0.0,7.988203597022576,0,0.0,3,1,3,0.6931471805599453,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,5.262690188904886,0.0,3.6375861597263857,0.0,0.0,None,None,0.0,10,2006,New,Partial,12.991755706536901
59,60,3.044522437723423,RL,4.110873864173311,8.881975184248867,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,6.450470422144176,Unf,0.0,5.003946305945459,6.660575149839686,GasA,Ex,Y,SBrkr,6.660575149839686,0.0,0.0,6.660575149839686,0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,None,Detchd,1973.0,Unf,1,352,TA,TA,Y,5.2832037287379885,0.0,0.0,0.0,0.0,MnPrv,None,0.0,1,2008,WD,Normal,11.735276702486741
60,61,3.044522437723423,RL,4.1588830833596715,9.47830431356186,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,6.848005274576363,Unf,0.0,5.384495062789089,7.055312843339752,GasA,Ex,Y,SBrkr,7.055312843339752,0.0,0.0,7.055312843339752,1,0.0,1,1,3,0.6931471805599453,Gd,5,Typ,0,None,Detchd,2006.0,Unf,2,576,TA,TA,Y,0.0,3.9318256327243257,0.0,0.0,0.0,None,None,0.0,5,2006,New,Partial,11.970356641102999
61,62,4.330733340286331,RM,4.110873864173311,8.881975184248867,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,6.274762021241939,6.274762021241939,GasA,TA,N,SBrkr,6.366470447731438,6.274762021241939,0.0,7.013915474810528,0,0.0,1,0,3,0.6931471805599453,Fa,6,Typ,0,None,Detchd,1935.0,Unf,1,288,TA,TA,N,0.0,0.0,4.976733742420574,0.0,0.0,None,None,0.0,3,2007,WD,Normal,11.522885696764481
62,63,4.795790545596741,RL,3.8066624897703196,8.770749549138642,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.187385805840755,Gd,TA,PConc,Gd,Gd,Mn,GLQ,3.2188758248682006,Unf,0.0,7.205635176410364,7.223295679562314,GasA,Ex,Y,SBrkr,7.223295679562314,0.0,0.0,7.223295679562314,0,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,4.795790545596741,3.912023005428146,0.0,0.0,0.0,None,None,0.0,10,2007,WD,Normal,12.218500103788143
63,64,4.2626798770413155,RM,3.9318256327243257,9.239996256883693,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.3578422665081,6.3578422665081,GasA,Gd,Y,SBrkr,6.805722553416985,6.695798917058491,0.0,7.444833273892193,0,0.0,2,0,3,0.6931471805599453,TA,9,Typ,0,None,Detchd,1990.0,Unf,2,480,TA,TA,Y,2.5649493574615367,2.4849066497880004,4.174387269895637,0.0,0.0,GdPrv,None,0.0,4,2010,WD,Normal,11.849404844423074
64,65,4.110873864173311,RL,4.2633832685897595,9.145908511816794,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.352629396319567,TA,TA,PConc,Gd,TA,No,GLQ,6.606650186198215,Unf,0.0,5.765191102784844,6.964135612418245,GasA,Ex,Y,SBrkr,6.964135612418245,6.885509670034818,0.0,7.618251097876695,1,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,0,None,Attchd,1998.0,RFn,2,645,TA,TA,Y,6.3578422665081,3.6109179126442243,0.0,0.0,0.0,GdPrv,None,0.0,2,2009,WD,Normal,12.299112067295642
65,66,4.110873864173311,RL,4.343805421853684,9.16868469670735,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.84354441703136,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,7.042286171939743,7.042286171939743,GasA,Ex,Y,SBrkr,7.042286171939743,7.193685818395112,0.0,7.813591552952433,0,0.0,2,1,4,0.6931471805599453,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,5.262690188904886,5.0238805208462765,0.0,0.0,0.0,None,None,0.0,10,2007,WD,Normal,12.666660207428574
66,67,3.044522437723423,RL,4.2633832685897595,9.898525260706313,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,5.662960480135946,TA,TA,CBlock,Gd,TA,Gd,GLQ,6.816735880594968,Unf,0.0,6.943122422819428,7.5745584842024805,GasA,TA,Y,SBrkr,7.699842407396986,0.0,0.0,7.699842407396986,1,0.0,2,0,3,0.6931471805599453,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,5.71042701737487,0.0,0.0,0.0,0.0,None,None,0.0,7,2010,WD,Normal,12.100717685412471
67,68,3.044522437723423,RL,4.290459441148391,9.274816391160547,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.123963979403259,Gd,TA,PConc,Gd,TA,Av,GLQ,6.921658184151129,Unf,0.0,6.089044875446846,7.282073658093465,GasA,Ex,Y,SBrkr,7.299797366758161,0.0,0.0,7.299797366758161,1,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2,558,TA,TA,Y,4.976733742420574,3.4011973816621555,0.0,0.0,0.0,None,None,0.0,6,2007,WD,Normal,12.328294703023394
68,69,3.4339872044851463,RM,3.871201010907891,8.435766192720509,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.617402977974478,6.617402977974478,GasA,TA,Y,SBrkr,6.617402977974478,0.0,0.0,6.617402977974478,0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,None,Attchd,1945.0,Unf,1,220,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2010,WD,Normal,11.289794413577894
69,70,3.9318256327243257,RL,4.406719247264253,9.654641503869545,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,6.403574197934815,Unf,0.0,6.553933404025811,7.173958319756794,GasW,TA,Y,SBrkr,7.173958319756794,6.891625897052253,0.0,7.7354333524996886,0,0.0,2,0,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0.0,3.091042453358316,4.74493212836325,0.0,0.0,None,None,0.0,7,2006,WD,Normal,12.323860125621126
70,71,3.044522437723423,RL,4.564348191467836,9.521641310026597,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,7.017506142941256,TA,Gd,CBlock,Gd,TA,Gd,ALQ,7.53955882930103,Unf,0.0,5.840641657373398,7.707062655370473,GasA,Ex,Y,SBrkr,7.707062655370473,0.0,0.0,7.707062655370473,1,0.0,2,0,3,0.6931471805599453,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,5.707110264748875,0.0,0.0,0.0,0.0,None,None,0.0,2,2007,WD,Normal,12.404927602627597
71,72,3.044522437723423,RL,4.248495242049359,8.935903526274423,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.338594078203183,Unf,0.0,5.638354669333745,6.740519359606223,GasA,TA,Y,SBrkr,6.740519359606223,0.0,0.0,6.740519359606223,1,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,None,Detchd,1987.0,Unf,2,360,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2007,WD,Normal,11.771443882099637
72,73,4.110873864173311,RL,4.31748811353631,9.224440496354964,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.713572066704308,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.725033642166843,6.725033642166843,GasA,Gd,Y,SBrkr,6.786716950605081,6.726233402358747,0.0,7.449498005382849,0,0.0,2,1,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0.0,4.553876891600541,0.0,0.0,5.676753802268282,None,None,0.0,12,2009,WD,Normal,12.128116509451258
73,74,3.044522437723423,RL,4.454347296253507,9.23024103368252,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.653960350157523,TA,TA,CBlock,TA,TA,No,ALQ,5.771441123130016,BLQ,5.8944028342648505,6.003887067106539,6.99117688712121,GasA,Gd,Y,SBrkr,6.99117688712121,0.0,0.0,6.99117688712121,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,None,Attchd,1989.0,Unf,2,490,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,GdWo,None,0.0,5,2010,WD,Normal,11.88380602959621
74,75,3.9318256327243257,RM,4.110873864173311,8.66406026722579,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,6.734591659972948,6.734591659972948,GasA,Gd,N,SBrkr,6.734591659972948,6.641182169740591,0.0,7.381501894506707,0,0.0,2,0,3,1.0986122886681098,TA,8,Typ,0,None,Detchd,1915.0,Unf,1,379,TA,TA,Y,0.0,0.0,5.313205979041787,0.0,0.0,None,None,0.0,5,2010,WD,Normal,11.58432477200052
75,76,5.198497031265826,RM,3.091042453358316,7.3758821482150125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,6.137727054086234,Unf,0.0,0.0,6.137727054086234,GasA,TA,Y,SBrkr,6.267200548541362,6.137727054086234,0.0,6.8966943316227125,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,None,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,4.795790545596741,4.624972813284271,0.0,0.0,0.0,GdWo,None,0.0,11,2009,WD,Normal,11.418625774449596
